author,year,N,n_exp,n_ctrl,analysis_n,design_family,region,country,income_status,outcome_name,outcome_type,cognitive_outcome,mental_health_outcome,brain_outcome,behavioral_outcome,predictor_category,d_computed,d_se,transformed_effect_type,original_effect_size,effect_size_type_orig,es_pool,conversion_method,effect_size_SE,QC_flag,analysis_family
Lindhe,2023,60.0,30.0,30.0,3,RCT,Europe,Sweden,high income,stress,continuous,no,yes,no,no,other,0.76,0.267857142857143,Cohen's d,0.76,Cohen's d,d_direct,d_direct,0.267857142857143,DUPLICATE: same effect size extracted by two coders (OLS and AL); retain one per study,d_direct
Lindhe,2023,60.0,30.0,30.0,4,RCT,Europe,Sweden,high income,perception of insomnia,continuous,no,yes,no,no,other,0.26,0.25765306122449,Cohen's d,0.26,Cohen's d,d_direct,d_direct,0.25765306122449,,d_direct
Lindhe,2023,60.0,30.0,30.0,5,RCT,Europe,Sweden,high income,severity of depression,continuous,no,yes,no,no,other,0.5,0.262755102040816,Cohen's d,0.5,Cohen's d,d_direct,d_direct,0.262755102040816,,d_direct
Lindhe,2023,60.0,30.0,30.0,6,RCT,Europe,Sweden,high income,subjective quality of life,continuous,no,yes,no,no,other,0.79,0.267857142857143,Cohen's d,0.79,Cohen's d,d_direct,d_direct,0.267857142857143,,d_direct
Lindhe,2023,60.0,30.0,30.0,7,RCT,Europe,Sweden,high income,alcohol consumption,continuous,no,no,no,yes,other,0.2,0.260204081632653,Cohen's d,0.2,Cohen's d,d_direct,d_direct,0.260204081632653,DUPLICATE: same effect size extracted by two coders (OLS and AL); retain one per study,d_direct
Lindhe,2023,60.0,30.0,30.0,8,RCT,Europe,Sweden,high income,climate change related distress,continuous,no,yes,no,no,other,0.79,0.267857142857143,Cohen's d,0.79,Cohen's d,d_direct,d_direct,0.267857142857143,,d_direct
Lindhe,2023,60.0,30.0,30.0,9,RCT,Europe,Sweden,high income,engagement in civic environmental actions,continuous,no,no,no,yes,other,0.06,0.25765306122449,Cohen's d,0.06,Cohen's d,d_direct,d_direct,0.25765306122449,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,1,RCT,Oceania,Australia,high income,overall psychological distress,continuous,no,yes,no,no,other,-0.44,0.180892858145253,Cohen's d,-0.44,Cohen's d,d_direct,d_direct,0.180892858145253,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,2,RCT,Oceania,Australia,high income,overall psychological distress,continuous,no,yes,no,no,other,-0.23,0.148729354467237,Cohen's d,-0.23,Cohen's d,d_direct,d_direct,0.148729354467237,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,3,RCT,Oceania,Australia,high income,ptsd symptom severity,continuous,no,yes,no,no,other,-0.65,0.21034017368295,Cohen's d,-0.65,Cohen's d,d_direct,d_direct,0.21034017368295,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,4,RCT,Oceania,Australia,high income,ptsd symptom severity,continuous,no,yes,no,no,other,-0.3,0.228389913360927,Cohen's d,-0.3,Cohen's d,d_direct,d_direct,0.228389913360927,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,5,RCT,Oceania,Australia,high income,anger symptomatology,continuous,no,yes,no,no,other,-0.53,0.171508141618405,Cohen's d,-0.53,Cohen's d,d_direct,d_direct,0.171508141618405,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,6,RCT,Oceania,Australia,high income,anger symptomatology,continuous,no,yes,no,no,other,-0.08,0.116965789458406,Cohen's d,-0.08,Cohen's d,d_direct,d_direct,0.116965789458406,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,7,RCT,Oceania,Australia,high income,insomnia,continuous,no,yes,no,no,other,-0.53,0.171508141618405,Cohen's d,-0.53,Cohen's d,d_direct,d_direct,0.171508141618405,,d_direct
Cowlishaw,2023,66.0,33.0,33.0,8,RCT,Oceania,Australia,high income,insomnia,continuous,no,yes,no,no,other,-0.02,0.0931525567611947,Cohen's d,-0.02,Cohen's d,d_direct,d_direct,0.0931525567611947,,d_direct
Bae,2025,95.0,44.0,51.0,1,RCT_cluster,Asia,South Korea,high income,severity of depression,continuous,no,yes,no,no,other,0.216673414199926,0.103795024939619,Cohen's d,0.216673414199926,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.103795024939619,,d_converted
Bae,2025,95.0,44.0,51.0,2,RCT_cluster,Asia,South Korea,high income,severity of depression,continuous,no,yes,no,no,other,0.285714285714286,0.206796425034272,Cohen's d,0.285714285714286,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.206796425034272,,d_converted
Bae,2025,95.0,44.0,51.0,3,RCT_cluster,Asia,South Korea,high income,severity of depression,continuous,no,yes,no,no,other,0.316086813138867,0.207028893072549,Cohen's d,0.316086813138867,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.207028893072549,,d_converted
Bae,2025,95.0,44.0,51.0,4,RCT_cluster,Asia,South Korea,high income,severity of depression,continuous,no,yes,no,no,pollution,0.119974744817146,0.205939004174258,Cohen's d,0.119974744817146,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.205939004174258,,d_converted
Bae,2025,95.0,44.0,51.0,5,RCT_cluster,Asia,South Korea,high income,severity of anxiety,continuous,no,yes,no,no,other,0.216916185608514,0.103797693706732,Cohen's d,0.216916185608514,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.103797693706732,,d_converted
Bae,2025,95.0,44.0,51.0,6,RCT_cluster,Asia,South Korea,high income,severity of anxiety,continuous,no,yes,no,no,other,0.35172622905633,0.20733120407069,Cohen's d,0.35172622905633,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.20733120407069,,d_converted
Bae,2025,95.0,44.0,51.0,7,RCT_cluster,Asia,South Korea,high income,severity of anxiety,continuous,no,yes,no,no,other,0.507343576342825,0.209021146232128,Cohen's d,0.507343576342825,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.209021146232128,,d_converted
Bae,2025,95.0,44.0,51.0,8,RCT_cluster,Asia,South Korea,high income,severity of anxiety,continuous,no,yes,no,no,pollution,0.0581962994456023,0.205798302171011,Cohen's d,0.0581962994456023,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.205798302171011,,d_converted
Bae,2025,95.0,44.0,51.0,9,RCT_cluster,Asia,South Korea,high income,stress,continuous,no,yes,no,no,other,0.121395395733377,0.102975133485437,Cohen's d,0.121395395733377,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.102975133485437,,d_converted
Bae,2025,95.0,44.0,51.0,10,RCT_cluster,Asia,South Korea,high income,stress,continuous,no,yes,no,no,other,0.201007563051842,0.206271104880833,Cohen's d,0.201007563051842,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.206271104880833,,d_converted
Bae,2025,95.0,44.0,51.0,11,RCT_cluster,Asia,South Korea,high income,stress,continuous,no,yes,no,no,other,0.0290981497228011,0.205765818814771,Cohen's d,0.0290981497228011,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.205765818814771,,d_converted
Bae,2025,95.0,44.0,51.0,12,RCT_cluster,Asia,South Korea,high income,stress,continuous,no,yes,no,no,pollution,0.0205754989889742,0.205760404423496,Cohen's d,0.0205754989889742,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.205760404423496,,d_converted
Bae,2025,95.0,44.0,51.0,13,RCT_cluster,Asia,South Korea,high income,insomnia,continuous,no,yes,no,no,other,0.129370947686346,0.103026231767123,Cohen's d,0.129370947686346,"Cohen's d_z (within, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.103026231767123,,d_converted
Bae,2025,95.0,44.0,51.0,14,RCT_cluster,Asia,South Korea,high income,insomnia,continuous,no,yes,no,no,other,0.285714285714286,0.206796425034272,Cohen's d,0.285714285714286,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.206796425034272,,d_converted
Bae,2025,95.0,44.0,51.0,15,RCT_cluster,Asia,South Korea,high income,insomnia,continuous,no,yes,no,no,other,0.151198421178414,0.206047171104441,Cohen's d,0.151198421178414,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.206047171104441,,d_converted
Bae,2025,95.0,44.0,51.0,16,RCT_cluster,Asia,South Korea,high income,insomnia,continuous,no,yes,no,no,pollution,0.0205754989889742,0.205760404423496,Cohen's d,0.0205754989889742,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.205760404423496,,d_converted
Ugwuoke,2023,120.0,60.0,60.0,1,RCT_cluster,Africa,Nigeria,lower-middle income,anxiety disorder,continuous,no,yes,no,no,other,3.23925201600437,0.277584473803234,Cohen's d,3.23925201600437,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.277584473803234,REVIEW: Cohen d > 3 from partial eta2; verify sample size and formula used,d_converted
Ugwuoke,2023,120.0,60.0,60.0,2,RCT_cluster,Africa,Nigeria,lower-middle income,anxiety disorder,continuous,no,yes,no,no,other,3.76587548676509,0.30401355631656,Cohen's d,3.76587548676509,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.30401355631656,REVIEW: Cohen d > 3 from partial eta2; verify sample size and formula used,d_converted
Ugwuoke,2023,120.0,60.0,60.0,3,RCT_cluster,Africa,Nigeria,lower-middle income,anxiety disorder,continuous,no,yes,no,no,demographics,0.165630109984065,0.182886956584905,Cohen's d,0.165630109984065,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.182886956584905,,d_converted
Ugwuoke,2023,120.0,60.0,60.0,4,quasi-experimental,Africa,Nigeria,lower-middle income,anxiety disorder,continuous,no,yes,no,no,demographics,0.246807020936918,0.183267947115507,Cohen's d,0.246807020936918,Cohen's d (from partial eta2),d_converted,d_derived_from_partial_eta2),0.183267947115507,,d_converted
Ugwuoke,2023,120.0,60.0,60.0,5,quasi-experimental,Africa,Nigeria,lower-middle income,anxiety disorder,continuous,no,yes,no,no,demographics,0.1691604081,0.2586602541,Cohen's d,0.1691604081,"Cohen's d (interaction, from F via partial eta2)",d_converted,d_derived_from_partial_eta2),0.2586602541,,d_converted
Elzohairy,2024,80.0,40.0,40.0,1,quasi-experimental,Africa,Egypt,lower-middle income,severity of climate change impairment risk perception,continupus,no,yes,,no,other,-1.22377,0.243639,Cohen's d,-1.22377,"Cohen's d (between-group, post-test comparison)",d_direct,d_direct,0.243639,,d_direct
Elzohairy,2024,80.0,40.0,40.0,2,quasi-experimental,Africa,Egypt,lower-middle income,severity of climate change impairment risk perception,categorical,no,yes,,no,other,-1.22377,0.243639,Cohen's d,-1.22377,"Cohen's d (between-group, post-test comparison)",d_direct,d_direct,0.243639,,d_direct
Elzohairy,2024,80.0,40.0,40.0,3,quasi-experimental,Africa,Egypt,lower-middle income,severity of climate change impairment,continupus,no,yes,,no,other,-0.47931,0.226795,Cohen's d,-0.47931,"Cohen's d (between-group, post-test comparison)",d_direct,d_direct,0.226795,,d_direct
Elzohairy,2024,80.0,40.0,40.0,4,quasi-experimental,Africa,Egypt,lower-middle income,severity of climate change impairment,categorical,no,yes,,no,other,-0.47931,0.226795,Cohen's d,-0.47931,"Cohen's d (between-group, post-test comparison)",d_direct,d_direct,0.226795,,d_direct
Saarinen,2025,136.0,,,10,RCT,Europe,Finland,high income,bmi,continuous,no,no,no,no,environmental,0.0,0.1683673469387756,Cohen's d,0.0,Spearman's rho,d_from_r,r_to_d_biserial: d=2r/sqrt(1-r2),0.0841836734693878,,d_from_r
Saarinen,2025,136.0,,,11,RCT,Europe,Finland,high income,systolic blood pressure,continuous,no,no,no,no,environmental,-0.06002701823867952,0.17370383516211388,Cohen's d,-0.03,Spearman's rho,d_from_r,r_to_d_biserial: d=2r/sqrt(1-r2),0.086734693877551,,d_from_r
Saarinen,2025,136.0,,,12,RCT,Europe,Finland,high income,diastolic blood pressure,continuous,no,no,no,no,environmental,-0.12021658495512914,0.17441035553137516,Cohen's d,-0.06,Spearman's rho,d_from_r,r_to_d_biserial: d=2r/sqrt(1-r2),0.086734693877551,,d_from_r
Saarinen,2025,136.0,,,13,RCT,Europe,Finland,high income,non-hdl cholesterol,continuous,no,no,no,no,environmental,0.1403442656943099,0.17475224202112713,Cohen's d,0.07,Spearman's rho,d_from_r,r_to_d_biserial: d=2r/sqrt(1-r2),0.086734693877551,,d_from_r
